acteurs,box_office_url,duree,entrees,genre,realisateur,titre
"Margaret Qualley,Joe Alwyn,Benny Safdie",https://www.allocine.fr/film/fichefilm-281295/box-office/,138,,"Drame,Romance,Thriller",Claire Denis,Stars At Noon
"Morten Burian,Sidsel Siem Koch,Fedja Van Huet",https://www.allocine.fr/film/fichefilm_gen_cfilm=293085.html,98,,"Epouvante-horreur,Thriller",Christian Tafdrup,Ne dis rien
"Raphaël Personnaz,Isabelle Carré",https://www.allocine.fr/film/fichefilm-288544/box-office/,Non valide,64039,Drame,,Le Tourbillon de la vie
"Ben Aldridge,Dave Bautista",https://www.allocine.fr/film/fichefilm-277362/box-office/,Non valide,109685,"Epouvante-horreur,Thriller",,Knock at the Cabin
"Élodie Fontan,Tarek Boudali",https://www.allocine.fr/film/fichefilm-281261/box-office/,Non valide,81100,Comédie,,Alibi.com 2
"Bruno Salomone,Quim Gutiérrez",https://www.allocine.fr/film/fichefilm-277500/box-office/,Non valide,68324,Drame,,Madeleine Collins
"Sidharth Malhotra,Rashi Khanna,Disha Patani",https://www.allocine.fr/film/fichefilm_gen_cfilm=327032.html,133,,"Action,Thriller","Sagar Ambre,Pushkar Ojha",Yodha
"Jason Schwartzman,Scarlett Johansson,Tom Hanks",https://www.allocine.fr/film/fichefilm-290497/box-office/,106,,"Comédie,Comédie dramatique,Drame",Wes Anderson,Asteroid City
"Tom Hanks,Olivia DeJonge",https://www.allocine.fr/film/fichefilm-228681/box-office/,Non valide,343596,"Biopic,Musical",,Elvis
"Julia Piaton,Lionel Abelanski",https://www.allocine.fr/film/fichefilm-295765/box-office/,Non valide,250360,Comédie,,Les Petites victoires
"Laurie Fortin-Babin,Elisabeth Locas",https://www.allocine.fr/film/fichefilm-316994/box-office/,Non valide,14171,Thriller,,Les Chambres rouges
"Dar Salim,Alexander Ludwig",https://www.allocine.fr/film/fichefilm-297981/box-office/,Non valide,,,,The Covenant
"Jessie T. Usher,Kyle Gallner",https://www.allocine.fr/film/fichefilm-304967/box-office/,Non valide,226686,"Epouvante-horreur,Thriller",,Smile
"Patrick Timsit,Marie Bunel",https://www.allocine.fr/film/fichefilm-287311/box-office/,Non valide,63084,Comédie,,Sexygénaires
"Joe Alwyn,Benny Safdie",https://www.allocine.fr/film/fichefilm-281295/box-office/,Non valide,13094,,,Stars At Noon
"Claudia Gusmano,Fabrizio Ferracane,Francesco Colella",https://www.allocine.fr/film/fichefilm_gen_cfilm=312038.html,100,,Drame,Marta Savina,Primadonna
"Grace Caroline Currey,Virginia Gardner,Mason Gooding",https://www.allocine.fr/film/fichefilm-305333/box-office/,107,,Thriller,Scott Mann,Fall
"Kad Merad,Charlotte Gainsbourg",https://www.allocine.fr/film/fichefilm-297442/box-office/,Non valide,423667,Comédie,,La Vie pour de vrai
"Franz Rogowski,Morr N’Diaye,Laetitia Ky",https://www.allocine.fr/film/fichefilm-271778/box-office/,91,,Drame,Giacomo Abbruzzese,Disco Boy
"Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti",https://www.allocine.fr/film/fichefilm-297253/box-office/,103,,Comédie,Gene Stupnitsky,Le Challenge
"Angourie Rice,Reneé Rapp,Avantika Vandanapu",https://www.allocine.fr/film/fichefilm-231929/box-office/,113,,"Comédie,Musical","Samantha Jayne,Arturo Perez Jr.","Mean Girls, lolita malgré moi"
"Thomas Salvador,Louise Bourgoin,Martine Chevallier",https://www.allocine.fr/film/fichefilm-283583/box-office/,112,,"Drame,Fantastique",Thomas Salvador,La Montagne
"Gina Rodriguez,Tom Ellis,Damon Wayans Jr.",https://www.allocine.fr/film/fichefilm_gen_cfilm=291122.html,103,,"Comédie,Romance",Trish Sie,Prise au jeu
"Scarlett Johansson,Tom Hanks",https://www.allocine.fr/film/fichefilm-290497/box-office/,Non valide,117498,,,Asteroid City
"Zita Hanrot,Jacques Gamblin,Cédric Moreau",https://www.allocine.fr/film/fichefilm-291666/box-office/,86,,Comédie dramatique,Florence Vignon,L'Homme debout
"Colin Farrell,Brendan Gleeson,Kerry Condon",https://www.allocine.fr/film/fichefilm-281293/box-office/,114,,"Comédie,Drame",Martin McDonagh,Les Banshees d'Inisherin
"Daniel Auteuil,Emmanuelle Devos,Jeanne Cherhal",https://www.allocine.fr/film/fichefilm-299455/box-office/,99,,Drame,Joachim Lafosse,Un silence
"Jason Statham,Sylvester Stallone,Andy Garcia",https://www.allocine.fr/film/fichefilm-227726/box-office/,103,,"Action,Thriller",Scott Waugh,Expend4bles
"Camélia Jordana,Sofiane Zermani,Sofian Khammes",https://www.allocine.fr/film/fichefilm-307362/box-office/,94,,Drame,Mehdi Fikri,Avant que les flammes ne s’éteignent
"Nassim Lyes,Zoé Marchal,Eric Cullet",https://www.allocine.fr/film/fichefilm_gen_cfilm=307773.html,101,,Comédie,Julien Royal,Nouveaux riches
"Jean Dujardin,Joséphine Japy,Izïa Higelin",https://www.allocine.fr/film/fichefilm-295626/box-office/,94,,Drame,Denis Imbert,Sur les chemins noirs
"Daniel Kaluuya,Keke Palmer,Steven Yeun",https://www.allocine.fr/film/fichefilm-263062/box-office/,130,,"Epouvante-horreur,Science Fiction,Thriller",Jordan Peele,Nope
"Lévanah Solomon,Nanoka Hara,Benjamin Jungers",https://www.allocine.fr/film/fichefilm-299413/box-office/,122,,"Aventure,Animation,Drame",Makoto Shinkai,Suzume
"Loïse Charpentier,Maryne Bertieaux,Aurélie Konaté",https://www.allocine.fr/film/fichefilm-281443/box-office/,80,,Animation,Benoît Chieux,Sirocco et le royaume des courants d'air
"Céline Sallette,Nina Meurisse,Julie Ferrier",https://www.allocine.fr/film/fichefilm-292652/box-office/,107,,"Drame,Thriller",Pierre Jolivet,Les Algues vertes
"Emmanuelle Devos,Jeanne Cherhal",https://www.allocine.fr/film/fichefilm-299455/box-office/,Non valide,90037,Drame,,Un silence
"Reneé Rapp,Avantika Vandanapu",https://www.allocine.fr/film/fichefilm-231929/box-office/,Non valide,53830,"Comédie,Musical",Arturo Perez Jr.,"Mean Girls, lolita malgré moi"
"Brendan Gleeson,Kerry Condon",https://www.allocine.fr/film/fichefilm-281293/box-office/,Non valide,99482,"Comédie,Drame",,Les Banshees d'Inisherin
"Jacques Gamblin,Cédric Moreau",https://www.allocine.fr/film/fichefilm-291666/box-office/,Non valide,4797,Comédie dramatique,,L'Homme debout
"Louise Bourgoin,Martine Chevallier",https://www.allocine.fr/film/fichefilm-283583/box-office/,Non valide,39384,"Drame,Fantastique",,La Montagne
"Andrew Barth Feldman,Laura Benanti",https://www.allocine.fr/film/fichefilm-297253/box-office/,Non valide,54361,Comédie,,Le Challenge
"Sydney Sweeney,Josh Hamilton,Marchant Davis",https://www.allocine.fr/film/fichefilm-305392/box-office/,82,,"Biopic,Drame,Thriller",Tina Satter,Reality
"Virginia Gardner,Mason Gooding",https://www.allocine.fr/film/fichefilm-305333/box-office/,Non valide,,Thriller,,Fall
"Morr N’Diaye,Laetitia Ky",https://www.allocine.fr/film/fichefilm-271778/box-office/,Non valide,15437,Drame,,Disco Boy
"Kenneth Branagh,Gal Gadot,Emma Mackey",https://www.allocine.fr/film/fichefilm-260812/box-office/,127,,"Policier,Thriller",Kenneth Branagh,Mort sur le Nil
"Marc Barbé,Ania Svetovaya,Cédric Kahn",https://www.allocine.fr/film/fichefilm-326470/box-office/,Non valide,,,Jean-Claude Taki,Les Poussières
"Lakeith Stanfield,Tiffany Haddish,Owen Wilson",https://www.allocine.fr/film/fichefilm-183693/box-office/,122,,"Aventure,Comédie,Famille",Justin Simien,Le Manoir hanté
"Kacey Mottet Klein,Ariane Labed,Grégoire Colin",https://www.allocine.fr/film/fichefilm-310828/box-office/,90,,Fantastique,Adrien Beau,Le Vourdalak
"Didier Bourdon,Caroline Anglade,Yann Papin",https://www.allocine.fr/film/fichefilm-299767/box-office/,84,,"Comédie,Policier",Benjamin Lehrer,38°5 quai des orfèvres
"Nanoka Hara,Benjamin Jungers",https://www.allocine.fr/film/fichefilm-299413/box-office/,Non valide,181032,,,Suzume
"Wyatt Russell,Kerry Condon,Amélie Hoeferle",https://www.allocine.fr/film/fichefilm-312090/box-office/,99,,"Fantastique,Epouvante-horreur,Thriller",Bryce McGuire,Night Swim
"Keke Palmer,Steven Yeun",https://www.allocine.fr/film/fichefilm-263062/box-office/,Non valide,224705,,,Nope
"Joséphine Japy,Izïa Higelin",https://www.allocine.fr/film/fichefilm-295626/box-office/,Non valide,438142,Drame,,Sur les chemins noirs
"Sylvester Stallone,Andy Garcia",https://www.allocine.fr/film/fichefilm-227726/box-office/,Non valide,154647,"Action,Thriller",,Expend4bles
"Sofiane Zermani,Sofian Khammes",https://www.allocine.fr/film/fichefilm-307362/box-office/,Non valide,18033,Drame,,Avant que les flammes ne s’éteignent
"Halle Bailey,Cerise Calixte,Jonah Hauer-King",https://www.allocine.fr/film/fichefilm-247753/box-office/,136,,"Aventure,Famille,Fantastique",Rob Marshall,La Petite sirène
"Nina Meurisse,Julie Ferrier",https://www.allocine.fr/film/fichefilm-292652/box-office/,Non valide,125566,"Drame,Thriller",,Les Algues vertes
"Maryne Bertieaux,Aurélie Konaté",https://www.allocine.fr/film/fichefilm-281443/box-office/,Non valide,44535,Animation,,Sirocco et le royaume des courants d'air
"Josh Hamilton,Marchant Davis",https://www.allocine.fr/film/fichefilm-305392/box-office/,Non valide,46878,,,Reality
"Gal Gadot,Emma Mackey",https://www.allocine.fr/film/fichefilm-260812/box-office/,Non valide,336133,"Policier,Thriller",,Mort sur le Nil
"Ariane Labed,Grégoire Colin",https://www.allocine.fr/film/fichefilm-310828/box-office/,Non valide,1912,Fantastique,,Le Vourdalak
,https://www.allocine.fr/film/fichefilm_gen_cfilm=324998.html,40,,"Animation,Famille","An Vrombaut,Marion Jamault,Cedric Igodt",Les Fées Sorcières
"Ania Svetovaya,Cédric Kahn",https://www.allocine.fr/film/fichefilm-326470/box-office/,Non valide,103,,,Les Poussières
"Tiffany Haddish,Owen Wilson",https://www.allocine.fr/film/fichefilm-183693/box-office/,Non valide,288762,,,Le Manoir hanté
"Thomas Schubert,Paula Beer,Langston Uibel",https://www.allocine.fr/film/fichefilm-297807/box-office/,102,,"Comédie dramatique,Romance",Christian Petzold,Le Ciel rouge
"Nilam Farooq,Anatole Taubman,Burak Yiğit",https://www.allocine.fr/film/fichefilm_gen_cfilm=296460.html,Non valide,,,Michael Steiner,Early Birds
"Emily Mortimer,Robyn Nevin,Bella Heathcote",https://www.allocine.fr/film/fichefilm-268322/box-office/,89,,Epouvante-horreur,Natalie Erika James,Relic
"Louane Emera,Michel Blanc,Victor Belmondo",https://www.allocine.fr/film/fichefilm-305686/box-office/,103,,"Comédie,Comédie dramatique,Drame",Jean-Pierre Améris,Marie-Line et son juge
"Ehsan Mirhosseini,Shaghayegh Shourian,Kaveh Ahangar",https://www.allocine.fr/film/fichefilm-280802/box-office/,152,,Drame,Mohammad Rasoulof,Le Diable n'existe pas
"Bayan Layla,Derya Durmaz,Nazmi Kırık",https://www.allocine.fr/film/fichefilm-306981/box-office/,110,,Drame,Milena Aboyan,Elaha
"Léo Campion (II),Marie Gillain,Christian Berkel",https://www.allocine.fr/film/fichefilm-308737/box-office/,126,,Comédie dramatique,Alexandre Arcady,Le Petit Blond de la Casbah
"Vincent Macaigne,Bouli Lanners,Bastien Ughetto",https://www.allocine.fr/film/fichefilm-305181/box-office/,95,,Comédie dramatique,Rémi Bezançon,Un coup de maître
"Leonardo DiCaprio,Jennifer Lawrence,Meryl Streep",https://www.allocine.fr/film/fichefilm_gen_cfilm=281330.html,142,,Comédie,Adam McKay,Don’t Look Up: Déni cosmique
"Nassim Lyes,Loryn Nounay,Olivier Gourmet",https://www.allocine.fr/film/fichefilm-308295/box-office/,100,,"Action,Thriller",Xavier Gens,Farang
"Caroline Anglade,Yann Papin",https://www.allocine.fr/film/fichefilm-299767/box-office/,Non valide,45576,"Comédie,Policier",,38°5 quai des orfèvres
"Cerise Calixte,Jonah Hauer-King",https://www.allocine.fr/film/fichefilm-247753/box-office/,Non valide,582814,,,La Petite sirène
"Kerry Condon,Amélie Hoeferle",https://www.allocine.fr/film/fichefilm-312090/box-office/,Non valide,96679,,,Night Swim
"Bracha van Doesburgh,Elise Schaap,Nasrdin Dchar",https://www.allocine.fr/film/fichefilm_gen_cfilm=315777.html,95,,Thriller,André Van Duren,Double vice
"Keanu Reeves,Donnie Yen,Bill Skarsgård",https://www.allocine.fr/film/fichefilm-274387/box-office/,170,,Action,Chad Stahelski,John Wick : Chapitre 4
"Patrick Borg,Masako Nozawa,Mark Lesser",https://www.allocine.fr/film/fichefilm-292719/box-office/,99,,"Action,Animation,Fantastique",Tetsuro Kodama,Dragon Ball Super: Super Hero
"Paula Beer,Langston Uibel",https://www.allocine.fr/film/fichefilm-297807/box-office/,Non valide,27500,"Comédie dramatique,Romance",,Le Ciel rouge
"Bouli Lanners,Bastien Ughetto",https://www.allocine.fr/film/fichefilm-305181/box-office/,Non valide,38596,Comédie dramatique,,Un coup de maître
"Marie Gillain,Christian Berkel",https://www.allocine.fr/film/fichefilm-308737/box-office/,Non valide,35283,Comédie dramatique,,Le Petit Blond de la Casbah
"Robyn Nevin,Bella Heathcote",https://www.allocine.fr/film/fichefilm-268322/box-office/,Non valide,39142,Epouvante-horreur,,Relic
"Derya Durmaz,Nazmi Kırık",https://www.allocine.fr/film/fichefilm-306981/box-office/,Non valide,422,Drame,,Elaha
"Shaghayegh Shourian,Kaveh Ahangar",https://www.allocine.fr/film/fichefilm-280802/box-office/,Non valide,26645,Drame,,Le Diable n'existe pas
"Michel Blanc,Victor Belmondo",https://www.allocine.fr/film/fichefilm-305686/box-office/,Non valide,127499,,,Marie-Line et son juge
"Reza Rahadian,Shenina Cinnamon,Laura Basuki",https://www.allocine.fr/film/fichefilm_gen_cfilm=320619.html,98,,"Policier,Drame",Yosep Anggi Noen,24 Hours with Gaspar
"Sam Rockwell,Saoirse Ronan,Adrien Brody",https://www.allocine.fr/film/fichefilm-288451/box-office/,98,,"Comédie,Policier",Tom George,Coup de théâtre
"Hakim Jemili,Fadily Camara,Laura Felpin",https://www.allocine.fr/film/fichefilm_gen_cfilm=324585.html,60,,Comédie,Léa Rouaud,Dans 5 ans
" D’Jal,Sarah Perles,Pierre Azéma",https://www.allocine.fr/film/fichefilm-276680/box-office/,91,,Comédie,Frank Cimière,Opération Portugal
"Cécile de France,Vincent Macaigne,Stacy Martin",https://www.allocine.fr/film/fichefilm-307371/box-office/,122,,"Biopic,Historique,Romance",Martin Provost,"Bonnard, Pierre et Marthe"
"Gilles Lellouche,Vincent Lacoste,Anaïs Demoustier",https://www.allocine.fr/film/fichefilm-296128/box-office/,80,,Comédie,Quentin Dupieux,Fumer fait tousser
"Gilles Lellouche,François Civil,Karim Leklou",https://www.allocine.fr/film/fichefilm-274530/box-office/,104,,"Policier,Thriller",Cédric Jimenez,Bac Nord
"Lambert Wilson,Josiane Balasko,Sylvie Testud",https://www.allocine.fr/film/fichefilm-304344/box-office/,90,,Comédie,Isabelle Mergault,Des mains en or
"Samira Lachhab,Stéphane Blancafort,Yaniss Lespert",https://www.allocine.fr/film/fichefilm_gen_cfilm=303340.html,90,,Policier,Dominique Ladoge,Meurtres en Champagne
"Donnie Yen,Bill Skarsgård",https://www.allocine.fr/film/fichefilm-274387/box-office/,Non valide,411048,Action,,John Wick : Chapitre 4
"Loryn Nounay,Olivier Gourmet",https://www.allocine.fr/film/fichefilm-308295/box-office/,Non valide,79426,"Action,Thriller",,Farang
"Kostja Ullmann,Marlene Tanczik,Lisa-Marie Koroll",https://www.allocine.fr/film/fichefilm_gen_cfilm=300764.html,116,,"Drame,Science Fiction",Boris Kunz,Paradise
"Masako Nozawa,Mark Lesser",https://www.allocine.fr/film/fichefilm-292719/box-office/,Non valide,218070,,,Dragon Ball Super: Super Hero
